EmployeeID,FirstName,LastName,Department,Role,HireDate,TerminationDate,Gender,Location,Salary,Bonus,StockOptions,PerformanceRating,Promotion,EngagementScore,ManagerRating,Attrition,TenureInDays
E1413,Astrid,Mary,Engineering,Specialist,2020-08-25,2022-01-07,Unknown,Lyon,180917,7824.44,0,1,No,4,3,1,500
E1820,Sébastien,Étienne,Sales,Associate,2020-01-07,2023-06-18,Unknown,Bordeaux,151113,7232.36,0,,No,10,2,1,1258
E1935,Aimé,Raymond,Engineering,VP of Sales,2016-02-27,2024-03-21,Non-Binary,Lyon,72458,1661.01,200,5,No,1,5,1,2945
E1753,Victoire,Chauvet,Engineering,People Analyst,2018-04-08,,Non-Binary,Bordeaux,58259,1309.39,1000,,,6,7,0,2766
E1349,Suzanne,Mary,Human Resources,Software Engineer,2021-08-12,,Non-Binary,Montpellier,170139,7888.91,1200,1,No,6,6,0,1544
E1575,Marguerite,Paris,Human Resources,HR Machine Learning Engineer,2021-06-10,,Non-Binary,Remote,93268,3292.14,200,3,No,1,7,0,1607
E1854,Sophie,Berthelot,Marketing,Regional Sales Director,2023-03-14,,Non-Binary,Paris,43799,1176.68,200,5,No,8,10,0,965
E1694,Laurent,Bonnet,Unknown,Compensation Analyst,2020-05-09,2023-02-09,Male,Nantes,215208,8355.51,1000,2,No,2,10,1,1006
E1161,Juliette,Raynaud,Engineering,HR Coordinator,2016-04-13,2022-04-05,Female,Montpellier,240140,6694.53,1000,3,No,4,3,1,2183
E1507,Alex,Marchal,Human Resources,People Analyst,2021-12-30,2024-04-11,Male,Lyon,243866,12051.58,200,4,No,10,7,1,833
E1018,Margaux,Prévost,Human Resources,Payroll Specialist,2017-02-02,,Non-Binary,Lyon,219007,4611.55,1000,5,No,7,1,0,3196
E1819,Sébastien,Charrier,Engineering,Sales Manager,2023-01-17,,Male,Paris,222145,7424.05,0,1,No,8,2,0,1021
E1696,Camille,Roussel,Sales,Machine Learning Engineer,2020-10-07,2022-11-22,Unknown,Remote,73207,3537.87,500,,,1,5,1,776
E1132,Pauline,Gallet,Sales,Coordinator,2017-06-06,2020-01-24,Unknown,Montpellier,184288,8569.29,500,2,No,10,9,1,962
E1314,Élisabeth,Lebreton,Engineering,Customer Success Manager,2023-03-27,,NaN,Remote,160616,3429.88,1200,,,4,8,0,952
E1305,Édith,Lévêque,Sales,Data Scientist,2019-01-02,2020-10-26,NaN,Montpellier,98725,3276.86,200,4,No,10,2,1,663
E1277,Julie,Gonzalez,Sales,Senior Software Engineer,2020-06-20,2021-08-17,NaN,Lyon,85687,3995.82,1200,3,No,2,7,1,423
E1582,Gilbert,Voisin,Finance,Account Executive,2020-12-02,,Non-Binary,Montpellier,98334,4353.82,500,,,2,10,0,1797
E1801,Clémence,Salmon,Human Resources,FP&A Manager,2024-06-27,2025-08-31,Male,Paris,109466,3063.88,200,5,No,8,1,1,430
E1492,Monique,Blin,Engineering,Software Engineer,2021-12-15,2023-10-02,Female,Remote,68581,2866.53,1200,5,No,1,6,1,656
E1666,Arnaude,Lebon,Human Resources,Senior Accountant,2020-11-11,,NaN,Paris,227882,4951.96,500,5,Yes,7,9,0,1818
E1546,Maurice,Adam,Human Resources,Senior Accountant,2020-06-18,2024-03-21,Unknown,Montpellier,103838,3316.79,1200,,,7,5,1,1372
E1148,Luce,Lenoir,Engineering,Backend Engineer,2019-09-15,,Unknown,Bordeaux,242394,7084.87,500,,,7,9,0,2241
E1471,Claude,Vincent,Engineering,Brand Manager,2022-07-27,,Unknown,Remote,202064,4814.1,1000,3,No,6,5,0,1195
E1767,Maggie,Schneider,Sales,Accountant,2022-07-07,2024-07-13,Unknown,Montpellier,50903,1060.29,500,2,No,2,1,1,737
E1678,Nathalie,Pires,Unknown,Senior Software Engineer,2024-09-25,2025-10-12,Unknown,Remote,183633,6084.9,1200,2,No,10,1,1,382
E1587,Denis,Collet,Marketing,HR Data Scientist,2016-03-27,,Female,Remote,92531,3317.5,1000,2,No,5,6,0,3508
E1188,Éléonore,Petitjean,Sales,Graphic Designer,2023-09-14,,Female,Paris,199245,4270.18,1200,2,No,8,9,0,781
E1588,Daniel,Pages,Finance,Associate,2019-03-08,,Non-Binary,Lyon,70430,2416.8,0,,,8,8,0,2432
E1849,Colette,Benoit,Marketing,Internal Auditor,2018-09-18,2025-01-22,Non-Binary,Montpellier,83328,3920.05,1200,,No,10,6,1,2318
E1835,Marcelle,Aubry,Finance,VP of Sales,2017-11-12,,Non-Binary,Remote,215681,7468.87,0,5,No,1,8,0,2913
E1155,Michèle,Jourdan,Finance,Backend Engineer,2015-12-05,,Unknown,Montpellier,244657,10031.76,0,3,No,4,2,0,3621
E1661,Claire,Morvan,Human Resources,HR Coordinator,2019-09-28,2022-01-15,Unknown,Paris,69782,3072.09,0,1,No,6,3,1,840
E1982,Hélène,Jean,Sales,DevOps Engineer,2024-05-18,,Unknown,Bordeaux,105443,2875.76,1000,3,No,8,3,0,534
E1462,Michel,Brun,Human Resources,Inside Sales Rep,2019-05-07,,Unknown,Lyon,218472,5619.9,200,,No,10,10,0,2372
E1031,Charlotte,Menard,Sales,Data Scientist,2019-05-06,,NaN,Paris,202772,9789.02,1000,,,2,2,0,2373
E1802,Renée,Noël,Finance,Regional Sales Director,2019-03-04,,Male,Nantes,101655,4203.78,500,,No,4,2,0,2436
E1777,Jean,Étienne,Human Resources,QA Engineer,2018-08-13,,Male,Lyon,204712,9158.07,1200,,,1,1,0,2639
E1673,Gilles,Vasseur,Engineering,Sales Development Rep,2018-12-27,,Male,Nantes,145054,5591.03,200,2,Yes,9,10,0,2503
E1718,Antoinette,Guérin,Engineering,Customer Success Manager,2023-10-10,,Non-Binary,Bordeaux,62228,1512.05,1200,4,No,7,1,0,755
E1390,Vincent,Joly,Finance,Accountant,2018-10-04,2021-12-31,NaN,Lyon,237618,11151.65,500,1,No,5,8,1,1184
E1719,François,Laurent,Finance,VP of Sales,2017-11-18,2023-04-09,Female,Paris,209853,5315.22,500,1,No,10,7,1,1968
E1231,Suzanne,Wagner,Sales,Regional Sales Director,2017-05-20,,Unknown,Lyon,176614,8292.63,200,,No,10,10,0,3089
E1210,Adrien,Sauvage,Finance,Marketing Manager,2022-06-17,2023-07-27,NaN,Nantes,174723,5703.85,200,3,No,6,3,1,405
E1936,Nicolas,Perrin,Sales,Account Executive,2015-12-26,,Male,Montpellier,74809,3682.41,1000,3,No,4,2,0,3600
E1434,Andrée,Rocher,Finance,HR Coordinator,2016-01-10,,Unknown,Paris,129589,3722.19,0,3,No,10,2,0,3585
E1125,Marcelle,Collet,Sales,Account Executive,2015-12-07,2021-02-21,Non-Binary,Remote,116958,5433.04,500,,No,4,10,1,1903
E1404,Valérie,Mathieu,Sales,Payroll Specialist,2017-03-06,,Unknown,Paris,166742,7313.06,1000,,,2,9,0,3164
E1209,Charles,Bertin,Finance,Sales Development Rep,2017-02-08,,NaN,Montpellier,224304,10380.02,1000,3,Yes,7,8,0,3190
E1998,Monique,Reynaud,Engineering,Accountant,2021-02-13,,Unknown,Bordeaux,86839,2261.76,200,,,8,2,0,1724
E1416,Margaud,Marty,Unknown,Inside Sales Rep,2016-11-28,,Unknown,Nantes,131022,3149.03,0,,,7,7,0,3262
E1376,Laurent,Pruvost,Human Resources,Coordinator,2020-06-20,,NaN,Paris,170810,6624.24,1200,1,No,3,3,0,1962
E1630,Marcelle,Mallet,Sales,HR Business Partner,2018-02-07,2024-01-07,Female,Bordeaux,59928,1821.21,500,,Yes,4,6,1,2160
E1392,Antoinette,Maillot,Engineering,Financial Analyst,2017-06-07,,NaN,Montpellier,114469,3725.47,500,,,6,4,0,3071
E1548,Élodie,Lelièvre,Sales,Accountant,2017-02-18,2023-09-08,Unknown,Paris,96459,3263.36,0,,,10,7,1,2393
E1083,Inès,Lemoine,Human Resources,Content Strategist,2016-02-18,,Unknown,Nantes,103776,2445.92,200,1,No,5,9,0,3546
E1759,Catherine,Valentin,Marketing,Controller,2022-09-05,,Unknown,Nantes,58298,2054.25,500,2,Yes,1,7,0,1155
E1438,Honoré,Lefebvre,Human Resources,Payroll Specialist,2020-12-26,2024-11-04,Male,Montpellier,71101,1994.01,500,3,No,3,9,1,1409
E1221,Alice,Roux,Human Resources,VP of Sales,2023-04-18,,Non-Binary,Montpellier,86101,3625.78,0,,,1,9,0,930
E1893,Agathe,Bernier,Finance,Sales Development Rep,2018-04-08,,Non-Binary,Nantes,221448,6245.23,0,,Yes,7,5,0,2766
E1472,Marie,Perrier,Sales,Regional Sales Director,2019-12-31,,Female,Nantes,158884,5772.5,200,,No,10,6,0,2134
E1082,Alain,Clerc,Human Resources,Inside Sales Rep,2018-03-31,2022-09-08,Male,Remote,183453,4634.25,500,4,No,2,4,1,1622
E1932,Nathalie,Fernandes,Sales,Software Engineer,2022-06-11,2024-12-22,NaN,Montpellier,125341,6262.06,1200,4,Yes,3,4,1,925
E1576,Michelle,Martin,Sales,Inside Sales Rep,2020-05-14,,Male,Paris,212972,4899.48,200,4,No,4,7,0,1999
E1599,Roland,Gay,Human Resources,Sales Manager,2022-10-17,,Unknown,Lyon,174579,5557.98,1200,1,No,1,5,0,1113
E1272,Isabelle,Leroux,Finance,Compensation Analyst,2017-05-30,,Male,Paris,94389,3055.39,0,,No,9,7,0,3079
E1764,Éric,Guichard,Sales,Product Marketing Manager,2022-09-01,,Female,Nantes,88427,2274.86,500,4,No,2,2,0,1159
E1703,Grégoire,Hoareau,Sales,Technical Lead,2018-04-18,,NaN,Montpellier,197257,4966.98,500,,No,7,5,0,2756
E1387,Caroline,Dias,Human Resources,HR Data Scientist,2023-03-10,2025-05-24,Non-Binary,Paris,232665,6198.78,1200,3,Yes,4,8,1,806
E1318,Théodore,Jean,Sales,VP of Sales,2024-04-14,,Female,Lyon,118202,5790.68,1000,,,8,8,0,568
E1234,Olivie,Huet,Sales,Compensation Analyst,2024-02-06,,NaN,Lyon,105754,2720.03,1000,4,No,9,4,0,636
E1476,André,Devaux,Finance,HR Coordinator,2019-02-11,,Unknown,Lyon,184408,5517.99,500,,,8,8,0,2457
E1017,Maurice,Buisson,Engineering,Internal Auditor,2020-02-27,,Unknown,Lyon,184008,6366.22,1000,3,No,5,8,0,2076
E1076,Eugène,Bonnin,Engineering,QA Engineer,2018-01-11,,Non-Binary,Remote,244193,5028.1,1000,,No,3,4,0,2853
E1200,Pierre,Jacquet,Finance,Senior Software Engineer,2022-05-17,2025-01-21,Female,Paris,41405,1647.93,0,,No,4,1,1,980
E1642,Xavier,Regnier,Finance,Inside Sales Rep,2020-01-09,,Unknown,Nantes,220307,6903.31,1000,3,Yes,3,4,0,2125
E1758,Arnaude,Henry,Sales,Associate,2022-04-21,2023-07-05,Non-Binary,Remote,102719,2490.42,1000,1,No,3,7,1,440
E1105,Alexandria,Dubois,Sales,Associate,2017-04-27,,Female,Nantes,70302,1910.97,500,,,6,6,0,3112
E1352,Christiane,Becker,Sales,Sales Manager,2018-08-13,,Unknown,Paris,223121,9829.36,200,,,10,6,0,2639
E1558,Julien,Devaux,Human Resources,HR Business Partner,2019-08-05,,Unknown,Nantes,80237,2130.24,200,2,No,6,10,0,2282
E1953,Luc,Barbe,Sales,Engineering Manager,2021-12-31,,Male,Montpellier,85546,3233.05,0,,,10,10,0,1403
E1061,Hortense,Da Silva,Finance,Regional Sales Director,2024-01-15,,Unknown,Remote,116756,4782.55,200,3,No,10,3,0,658
E1292,Matthieu,Vincent,Sales,HR Machine Learning Engineer,2022-01-03,,Unknown,Remote,164878,6851.21,1200,5,No,5,1,0,1400
E1639,Jeannine,Bertrand,Sales,Associate,2022-06-24,2024-03-22,Unknown,Lyon,81209,3203.55,200,5,No,5,9,1,637
E1773,Margaud,Hubert,Engineering,Specialist,2018-03-18,,Female,Lyon,226018,10747.75,1200,,Yes,6,5,0,2787
E1860,Audrey,Bernier,Sales,Payroll Specialist,2023-08-17,2024-10-16,Non-Binary,Nantes,113292,2818.28,500,1,No,1,1,1,426
E1441,Michelle,Imbert,Human Resources,Solutions Engineer,2018-11-28,,Male,Paris,197450,7310.98,500,,No,9,9,0,2532
E1388,Juliette,Coste,Marketing,Customer Success Manager,2023-01-03,,Unknown,Remote,181037,8530.29,1000,2,No,6,4,0,1035
E1991,Jules,Henry,Engineering,SEO Specialist,2016-08-15,,Male,Nantes,135713,3282.08,1000,3,No,1,2,0,3367
E1194,Robert,Legros,Sales,Software Engineer,2022-10-23,,Male,Paris,70728,2453.24,200,1,No,7,5,0,1107
E1011,Michel,Delaunay,Engineering,Talent Acquisition Specialist,2024-08-15,,Unknown,Nantes,90058,3403.04,0,4,No,6,7,0,445
E1676,Gabrielle,Bouvier,Human Resources,Specialist,2018-05-17,,Unknown,Bordeaux,149257,3259.53,500,,,9,10,0,2727
E1957,Olivie,Marie,Sales,VP of Sales,2017-09-19,,Unknown,Paris,145939,3965.57,500,,Yes,5,6,0,2967
E1229,Adrien,Munoz,Sales,Sales Development Rep,2023-03-22,,Unknown,Remote,63420,1470.54,1000,,,7,10,0,957
E1774,Daniel,Clerc,Sales,Compensation Analyst,2021-09-29,,Unknown,Montpellier,218764,9602.26,500,,No,5,1,0,1496
E1064,Olivier,Perrot,Marketing,Analyst,2022-06-15,,NaN,Lyon,90079,1882.07,1200,2,Yes,3,8,0,1237
E1800,Charlotte,Ramos,Sales,Digital Marketing Analyst,2020-10-03,,Non-Binary,Paris,235716,10464.52,200,5,Yes,2,4,0,1857
E1564,Aurore,Loiseau,Sales,Internal Auditor,2023-03-13,2024-03-29,Unknown,Bordeaux,45483,1137.38,200,,No,8,7,1,382
E1597,Franck,Martineau,Human Resources,Internal Auditor,2021-10-28,,Male,Remote,129007,3191.67,1200,4,No,6,2,0,1467
E1266,Claude,Payet,Finance,HR Business Partner,2019-08-28,2021-12-23,NaN,Nantes,213757,10023.31,200,3,No,7,10,1,848
E1912,Josette,Deschamps,Human Resources,Account Executive,2020-05-30,2022-02-25,Unknown,Montpellier,181442,4085.3,0,5,No,1,9,1,636
E1143,Thomas,Joubert,Human Resources,Technical Lead,2023-04-03,,Female,Lyon,167338,5688.95,200,,,3,10,0,945
E1059,Daniel,Maurice,Sales,Specialist,2024-03-03,,Unknown,Nantes,106329,2350.23,0,5,No,4,6,0,610
E1485,Honoré,Chauvin,Marketing,Backend Engineer,2020-12-06,2025-05-30,Unknown,Lyon,201244,5818.51,200,3,No,10,10,1,1636
E1002,Théophile,Valentin,Engineering,Frontend Engineer,2024-07-11,,Male,Paris,232863,9730.25,1000,1,No,1,2,0,480
E1555,Océane,Monnier,Marketing,Compensation Analyst,2018-08-05,2020-01-27,Non-Binary,Nantes,246350,6234.68,500,,No,4,8,1,540
E1506,Michèle,Guyot,Sales,Senior Software Engineer,2024-04-03,,NaN,Nantes,218770,4406.9,200,2,Yes,4,5,0,579
E1698,Roger,Gaudin,Unknown,HR Data Scientist,2018-05-03,2025-05-11,Unknown,Montpellier,195433,6006.0,0,3,No,9,7,1,2565
E1049,Claudine,Hervé,Engineering,Internal Auditor,2019-08-27,2025-05-04,Female,Bordeaux,159179,5980.81,0,3,No,1,6,1,2077
E1809,François,Chevalier,Engineering,Internal Auditor,2022-08-31,,Unknown,Lyon,134656,5189.02,1200,3,No,4,10,0,1160
E1365,Alex,Gomes,Sales,Analyst,2024-03-27,2025-09-02,NaN,Montpellier,63365,2612.81,1000,,No,2,3,1,524
E1415,Alexandrie,Sanchez,Finance,Talent Acquisition Specialist,2024-01-26,,NaN,Remote,223583,4475.36,1200,,,2,3,0,647
E1162,Pierre,Ollivier,Human Resources,Analyst,2018-05-12,,Male,Bordeaux,82631,2400.67,1000,4,No,3,8,0,2732
E1834,Agathe,Weiss,Finance,Regional Sales Director,2022-02-04,,NaN,Lyon,166239,8121.41,0,5,Yes,2,7,0,1368
E1537,Claude,Brunel,Unknown,Senior Accountant,2016-11-27,,Non-Binary,Montpellier,214621,5510.01,1000,3,No,10,8,0,3263
E1391,Thomas,Dijoux,Sales,Analyst,2021-01-30,,Unknown,Lyon,183949,7684.36,1000,,No,1,7,0,1738
E1468,Alix,Gaillard,Sales,Frontend Engineer,2023-10-30,,Unknown,Montpellier,83286,3598.24,1000,,,3,9,0,735
E1451,Christine,Lombard,Sales,Engineering Manager,2022-10-21,,NaN,Montpellier,162147,3965.84,0,5,No,10,10,0,1109
E1297,Aimé,Benoit,Sales,HR Machine Learning Engineer,2023-03-15,,Female,Lyon,62764,1476.37,1200,4,No,10,1,0,964
E1771,Henriette,Godard,Finance,VP of Sales,2018-11-02,,Unknown,Nantes,165670,6380.78,200,5,No,10,9,0,2558
E1074,Agathe,Brun,Sales,Coordinator,2015-11-14,2019-03-26,Male,Lyon,78899,3346.95,1000,,No,1,10,1,1228
E1070,Marianne,Gros,Finance,Account Executive,2016-06-15,2021-05-27,Unknown,Paris,104599,2680.96,500,,No,7,4,1,1807
E1960,Sébastien,Marques,Sales,Sales Manager,2021-04-17,,Unknown,Remote,58663,1748.43,500,,No,6,7,0,1661
E1574,Margaud,Lacombe,Sales,Accountant,2020-11-15,2024-07-15,Female,Remote,145119,4713.43,500,1,Yes,6,2,1,1338
E1632,Nath,Gosselin,Sales,Account Executive,2019-01-23,,Unknown,Montpellier,240866,11265.33,500,5,Yes,3,2,0,2476
E1557,Roland,Gilles,Marketing,HR Business Partner,2018-09-16,,Unknown,Remote,143950,5453.49,1200,,,1,5,0,2605
E1926,Élisabeth,Besnard,Sales,Financial Analyst,2019-08-21,,NaN,Montpellier,206372,7240.78,1200,,No,1,8,0,2266
E1036,Charles,Pottier,Engineering,Analyst,2015-11-24,,Male,Montpellier,123539,4376.19,0,4,Yes,6,3,0,3632
E1282,Lucy,Da Silva,Human Resources,Regional Sales Director,2017-01-05,,Unknown,Montpellier,249974,12452.74,1000,1,No,9,2,0,3224
E1962,Marguerite,Godard,Sales,Frontend Engineer,2023-06-12,,Unknown,Remote,105754,2186.42,200,1,No,8,2,0,875
E1566,Roger,Roche,Marketing,Inside Sales Rep,2019-02-17,,Non-Binary,Paris,142288,6920.28,200,,Yes,8,9,0,2451
E1024,Robert,Gros,Engineering,Graphic Designer,2019-01-27,,Male,Remote,229849,8475.39,1000,,No,3,6,0,2472
E1205,Arnaude,Bernier,Engineering,Specialist,2016-03-08,2022-02-26,Male,Lyon,215684,7976.38,500,1,No,9,9,1,2181
E1659,Colette,Dos Santos,Finance,Talent Acquisition Specialist,2022-12-07,,Unknown,Bordeaux,193530,9316.85,1200,3,No,8,1,0,1062
E1368,Alexandrie,Renaud,Sales,Account Executive,2021-06-18,,Female,Remote,196481,6336.58,1000,,No,5,6,0,1599
E1723,Alice,Camus,Marketing,HR Data Scientist,2023-09-14,,Unknown,Remote,225284,9253.04,200,,No,2,8,0,781
E1845,Michelle,Pierre,Human Resources,Digital Marketing Analyst,2024-03-04,,Unknown,Remote,137756,6327.29,500,1,Yes,2,4,0,609
E1803,Augustin,Costa,Marketing,Payroll Specialist,2017-07-06,,Unknown,Paris,246554,7799.65,0,2,No,3,1,0,3042
E1604,Alphonse,Guyot,Finance,Machine Learning Engineer,2022-03-09,,Non-Binary,Paris,132188,5190.42,200,,,3,6,0,1335
E1634,Thérèse,Renaud,Human Resources,HR Business Partner,2015-11-17,,Female,Bordeaux,169353,3761.4,1200,,No,2,9,0,3639
E1776,Georges,Gimenez,Sales,Internal Auditor,2019-10-18,,Non-Binary,Remote,241308,5291.91,1200,4,No,3,7,0,2208
E1517,Maurice,Marchand,Engineering,Inside Sales Rep,2023-05-11,,Unknown,Nantes,68415,1679.98,1000,5,No,4,10,0,907
E1838,Suzanne,Klein,Unknown,Associate,2015-12-08,,Female,Nantes,193779,4957.86,200,,Yes,6,1,0,3618
E1749,Éléonore,Garcia,Finance,Software Engineer,2018-02-04,,Female,Nantes,202392,8465.84,500,5,No,2,5,0,2829
E1310,Alain,Mahe,Engineering,Accountant,2018-08-10,2021-03-17,Female,Montpellier,146012,6311.88,200,5,Yes,7,9,1,950
E1113,Thibaut,Wagner,Finance,HR Data Scientist,2020-06-17,,Non-Binary,Paris,64915,3192.52,1000,3,No,10,10,0,1965
E1688,Alix,Benard,Finance,HR Machine Learning Engineer,2017-09-25,,Unknown,Bordeaux,182840,8255.34,200,,,1,6,0,2961
E1015,Émile,Albert,Sales,Controller,2019-03-24,2023-12-19,NaN,Remote,205470,8535.35,0,,No,5,10,1,1731
E1958,Daniel,Guillet,Finance,Specialist,2022-08-25,,Male,Bordeaux,223170,4523.12,1200,5,Yes,6,4,0,1166
E1445,Jeanne,Coste,Finance,Solutions Engineer,2021-12-29,,Unknown,Lyon,197577,5587.93,1000,3,No,7,4,0,1405
E1705,Thibault,Rey,Marketing,People Analyst,2018-06-18,,Unknown,Bordeaux,140231,5733.8,500,1,No,6,6,0,2695
E1120,Christiane,Bouchet,Sales,Customer Success Manager,2018-07-19,,Male,Montpellier,112007,3915.26,200,,,4,3,0,2664
E1806,Franck,Descamps,Sales,HR Machine Learning Engineer,2020-08-23,,Non-Binary,Remote,182560,6646.9,200,4,No,1,10,0,1898
E1585,Marie,Bailly,Human Resources,Inside Sales Rep,2022-05-20,,Unknown,Lyon,73294,2512.31,0,1,No,8,8,0,1263
E1560,Marcelle,Louis,Finance,Solutions Engineer,2023-02-04,,NaN,Lyon,157977,3676.68,1200,,No,9,3,0,1003
E1304,Dominique,Moulin,Finance,Digital Marketing Analyst,2016-11-20,,Unknown,Remote,70807,1953.97,1000,,No,3,6,0,3270
E1146,Mathilde,Rodriguez,Human Resources,HR Machine Learning Engineer,2022-11-16,,Unknown,Remote,183998,4398.07,500,2,No,8,7,0,1083
E1301,Marie,Lecomte,Finance,DevOps Engineer,2019-09-22,2024-09-17,Male,Lyon,242617,6650.71,200,1,No,10,1,1,1822
E1382,Alexandrie,Clerc,Human Resources,Digital Marketing Analyst,2017-08-24,,Unknown,Paris,114479,3003.26,500,,Yes,9,2,0,2993
E1182,William,Delahaye,Sales,Inside Sales Rep,2017-11-06,,Male,Nantes,182484,6646.05,1000,,No,7,1,0,2919
E1897,Corinne,Chauveau,Sales,Technical Lead,2024-01-05,2025-07-15,Female,Remote,70443,2689.59,1200,,,1,8,1,557
E1007,Philippine,Hamel,Engineering,People Analyst,2023-04-04,,Unknown,Montpellier,197596,8443.82,1000,3,Yes,4,2,0,944
E1512,Richard,Berger,Finance,FP&A Manager,2016-06-08,,Unknown,Paris,72558,2405.33,1200,,,3,4,0,3435
E1827,Zacharie,Guillot,Finance,SEO Specialist,2017-12-22,,Non-Binary,Nantes,98550,4564.26,1000,1,No,2,10,0,2873
E1075,Andrée,Munoz,Engineering,Internal Auditor,2021-12-17,2024-01-20,Female,Lyon,161100,7666.85,500,,No,9,8,1,764
E1320,Martine,Bodin,Human Resources,Internal Auditor,2024-03-20,,Male,Bordeaux,215259,6466.49,200,2,No,6,8,0,593
E1269,Amélie,Guillet,Human Resources,SEO Specialist,2021-03-07,2022-11-03,NaN,Nantes,65643,1484.91,1000,,No,1,10,1,606
E1829,Édith,Bertin,Human Resources,Inside Sales Rep,2018-12-27,,NaN,Nantes,217673,7706.84,1000,4,No,2,8,0,2503
E1347,Adèle,Lebon,Sales,Senior Accountant,2024-10-02,,NaN,Bordeaux,86113,2707.44,500,3,No,7,5,0,397
E1660,Jacques,Hervé,Engineering,Solutions Engineer,2019-02-24,2021-01-15,Non-Binary,Lyon,222747,10289.05,1200,4,No,9,1,1,691
E1356,Catherine,Traore,Human Resources,Backend Engineer,2020-10-14,,Unknown,Remote,168283,5858.21,1200,5,No,8,10,0,1846
E1085,Augustin,Reynaud,Human Resources,HR Coordinator,2017-12-18,,Male,Lyon,188695,5711.62,500,,Yes,7,1,0,2877
E1757,Nicole,Lemaître,Human Resources,Payroll Specialist,2024-09-09,2025-09-26,Non-Binary,Remote,127181,4814.93,500,1,No,4,10,1,382
E1424,Nicolas,Richard,Sales,HR Business Partner,2023-01-29,2024-08-26,Unknown,Montpellier,57431,1498.01,1200,,,6,1,1,575
E1171,Andrée,Noël,Finance,Frontend Engineer,2015-12-21,,Male,Bordeaux,129390,4760.47,1000,,,10,9,0,3605
E1813,Noël,Navarro,Marketing,Solutions Engineer,2020-06-09,2022-04-14,Unknown,Paris,80412,3282.85,200,,,10,2,1,674
E1769,Chantal,Perrin,Engineering,Controller,2017-01-21,,Female,Bordeaux,44016,1304.07,1000,,Yes,10,4,0,3208
E1928,Thibaut,Marin,Human Resources,Customer Success Manager,2020-08-13,,NaN,Montpellier,180265,5393.91,1000,,,9,1,0,1908
E1084,Claudine,Riou,Human Resources,Coordinator,2022-04-12,,Female,Remote,65256,2720.65,500,4,No,4,2,0,1301
E1841,Adèle,Ledoux,Human Resources,Specialist,2017-08-14,,Unknown,Nantes,75244,3223.31,1200,3,Yes,7,4,0,3003
E1533,Georges,Cousin,Finance,Senior Accountant,2018-10-05,2025-05-15,Non-Binary,Lyon,52701,1977.01,500,,,9,10,1,2414
E1247,Lucas,Bouvet,Marketing,HR Coordinator,2022-01-21,2025-05-28,Male,Bordeaux,120581,3856.58,200,,,3,3,1,1223
E1896,Andrée,Schmitt,Human Resources,Internal Auditor,2019-09-06,,Unknown,Paris,182985,5789.28,1000,,Yes,1,2,0,2250
E1796,François,Tessier,Sales,Customer Success Manager,2021-02-22,,Male,Bordeaux,216493,6339.85,500,5,Yes,3,3,0,1715
E1357,Valentine,Garnier,Sales,Inside Sales Rep,2017-11-10,,Male,Nantes,87945,4392.7,500,4,Yes,5,8,0,2915
E1535,Dorothée,Dos Santos,Sales,Solutions Engineer,2015-12-01,,NaN,Paris,198756,4141.79,500,,Yes,9,8,0,3625
E1788,Sabine,Berthelot,Finance,Senior Accountant,2023-12-08,,Unknown,Montpellier,42698,884.8,1000,3,No,4,10,0,696
E1790,Laurence,Lefèvre,Finance,Customer Success Manager,2017-07-17,,Unknown,Nantes,57218,1513.8,1200,,No,3,5,0,3031
E1766,Émile,Chevallier,Human Resources,HR Business Partner,2019-05-24,,Unknown,Bordeaux,166831,7427.58,1200,1,No,5,10,0,2355
E1137,Gérard,Blanc,Human Resources,Controller,2017-05-27,,Unknown,Lyon,52551,2024.91,1000,4,No,7,7,0,3082
E1794,Jean,Marchand,Human Resources,Associate,2023-10-17,,NaN,Lyon,126520,2980.76,1200,,No,5,2,0,748
E1785,Pierre,Roche,Marketing,People Analyst,2023-09-09,2025-08-26,Unknown,Bordeaux,59006,2936.02,0,3,No,5,5,1,717
E1425,Philippine,Teixeira,Human Resources,Sales Development Rep,2016-08-30,2022-06-12,Non-Binary,Lyon,230201,10200.95,1000,,,9,3,1,2112
E1013,Alphonse,Clerc,Finance,Payroll Specialist,2018-12-24,,Non-Binary,Lyon,40323,1919.27,1000,1,Yes,6,1,0,2506
E1465,Édith,Pruvost,Sales,Account Executive,2016-04-15,,Male,Montpellier,244366,11800.79,1200,,,10,2,0,3489
E1699,Agathe,Pruvost,Finance,Brand Manager,2022-03-10,2025-09-13,Female,Nantes,137533,4657.64,1200,,No,3,6,1,1283
E1798,Bertrand,Hamon,Engineering,Solutions Engineer,2018-11-24,2022-03-20,Non-Binary,Lyon,98436,4749.55,200,5,Yes,8,4,1,1212
E1348,Denis,Humbert,Sales,Solutions Engineer,2020-03-14,,NaN,Lyon,75276,1531.32,1200,,No,3,3,0,2060
E1114,Anastasie,Colin,Engineering,Content Strategist,2017-06-01,,NaN,Bordeaux,72633,2418.14,1000,3,No,8,7,0,3077
E1931,Marthe,Léger,Engineering,Content Strategist,2020-12-05,,NaN,Bordeaux,196823,4762.74,200,,,9,6,0,1794
E1944,Robert,Dupont,Sales,Machine Learning Engineer,2021-07-07,2022-11-20,NaN,Bordeaux,194706,4715.04,200,1,Yes,3,5,1,501
